pokemon_id,name,descripction,hp,attack,defense,special-attack,special-defense,speed,img
149,dragonite,La altura del pokemon 2.2 m y su peso es 210.0 kg,91,134,95,100,100,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/149.png
150,mewtwo,La altura del pokemon 2.0 m y su peso es 122.0 kg,106,110,90,154,90,130,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/150.png
151,mew,La altura del pokemon 0.4 m y su peso es 4.0 kg,100,100,100,100,100,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/151.png
152,chikorita,La altura del pokemon 0.9 m y su peso es 6.4 kg,45,49,65,49,65,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/152.png
153,bayleef,La altura del pokemon 1.2 m y su peso es 15.8 kg,60,62,80,63,80,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/153.png
154,meganium,La altura del pokemon 1.8 m y su peso es 100.5 kg,80,82,100,83,100,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/154.png
155,cyndaquil,La altura del pokemon 0.5 m y su peso es 7.9 kg,39,52,43,60,50,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/155.png
156,quilava,La altura del pokemon 0.9 m y su peso es 19.0 kg,58,64,58,80,65,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/156.png
157,typhlosion,La altura del pokemon 1.7 m y su peso es 79.5 kg,78,84,78,109,85,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/157.png
158,totodile,La altura del pokemon 0.6 m y su peso es 9.5 kg,50,65,64,44,48,43,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/158.png
159,croconaw,La altura del pokemon 1.1 m y su peso es 25.0 kg,65,80,80,59,63,58,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/159.png
160,feraligatr,La altura del pokemon 2.3 m y su peso es 88.8 kg,85,105,100,79,83,78,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/160.png
161,sentret,La altura del pokemon 0.8 m y su peso es 6.0 kg,35,46,34,35,45,20,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/161.png
162,furret,La altura del pokemon 1.8 m y su peso es 32.5 kg,85,76,64,45,55,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/162.png
163,hoothoot,La altura del pokemon 0.7 m y su peso es 21.2 kg,60,30,30,36,56,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/163.png
164,noctowl,La altura del pokemon 1.6 m y su peso es 40.8 kg,100,50,50,86,96,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/164.png
165,ledyba,La altura del pokemon 1.0 m y su peso es 10.8 kg,40,20,30,40,80,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/165.png
166,ledian,La altura del pokemon 1.4 m y su peso es 35.6 kg,55,35,50,55,110,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/166.png
167,spinarak,La altura del pokemon 0.5 m y su peso es 8.5 kg,40,60,40,40,40,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/167.png
168,ariados,La altura del pokemon 1.1 m y su peso es 33.5 kg,70,90,70,60,70,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/168.png
169,crobat,La altura del pokemon 1.8 m y su peso es 75.0 kg,85,90,80,70,80,130,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/169.png
170,chinchou,La altura del pokemon 0.5 m y su peso es 12.0 kg,75,38,38,56,56,67,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/170.png
171,lanturn,La altura del pokemon 1.2 m y su peso es 22.5 kg,125,58,58,76,76,67,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/171.png
172,pichu,La altura del pokemon 0.3 m y su peso es 2.0 kg,20,40,15,35,35,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/172.png
173,cleffa,La altura del pokemon 0.3 m y su peso es 3.0 kg,50,25,28,45,55,15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/173.png
174,igglybuff,La altura del pokemon 0.3 m y su peso es 1.0 kg,90,30,15,40,20,15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/174.png
175,togepi,La altura del pokemon 0.3 m y su peso es 1.5 kg,35,20,65,40,65,20,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/175.png
176,togetic,La altura del pokemon 0.6 m y su peso es 3.2 kg,55,40,85,80,105,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/176.png
177,natu,La altura del pokemon 0.2 m y su peso es 2.0 kg,40,50,45,70,45,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/177.png
178,xatu,La altura del pokemon 1.5 m y su peso es 15.0 kg,65,75,70,95,70,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/178.png
179,mareep,La altura del pokemon 0.6 m y su peso es 7.8 kg,55,40,40,65,45,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/179.png
180,flaaffy,La altura del pokemon 0.8 m y su peso es 13.3 kg,70,55,55,80,60,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/180.png
181,ampharos,La altura del pokemon 1.4 m y su peso es 61.5 kg,90,75,85,115,90,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/181.png
182,bellossom,La altura del pokemon 0.4 m y su peso es 5.8 kg,75,80,95,90,100,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/182.png
183,marill,La altura del pokemon 0.4 m y su peso es 8.5 kg,70,20,50,20,50,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/183.png
184,azumarill,La altura del pokemon 0.8 m y su peso es 28.5 kg,100,50,80,60,80,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/184.png
185,sudowoodo,La altura del pokemon 1.2 m y su peso es 38.0 kg,70,100,115,30,65,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/185.png
186,politoed,La altura del pokemon 1.1 m y su peso es 33.9 kg,90,75,75,90,100,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/186.png
187,hoppip,La altura del pokemon 0.4 m y su peso es 0.5 kg,35,35,40,35,55,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/187.png
188,skiploom,La altura del pokemon 0.6 m y su peso es 1.0 kg,55,45,50,45,65,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/188.png
189,jumpluff,La altura del pokemon 0.8 m y su peso es 3.0 kg,75,55,70,55,95,110,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/189.png
190,aipom,La altura del pokemon 0.8 m y su peso es 11.5 kg,55,70,55,40,55,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/190.png
191,sunkern,La altura del pokemon 0.3 m y su peso es 1.8 kg,30,30,30,30,30,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/191.png
192,sunflora,La altura del pokemon 0.8 m y su peso es 8.5 kg,75,75,55,105,85,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/192.png
193,yanma,La altura del pokemon 1.2 m y su peso es 38.0 kg,65,65,45,75,45,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/193.png
194,wooper,La altura del pokemon 0.4 m y su peso es 8.5 kg,55,45,45,25,25,15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/194.png
195,quagsire,La altura del pokemon 1.4 m y su peso es 75.0 kg,95,85,85,65,65,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/195.png
196,espeon,La altura del pokemon 0.9 m y su peso es 26.5 kg,65,65,60,130,95,110,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/196.png
197,umbreon,La altura del pokemon 1.0 m y su peso es 27.0 kg,95,65,110,60,130,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/197.png
198,murkrow,La altura del pokemon 0.5 m y su peso es 2.1 kg,60,85,42,85,42,91,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/198.png
199,slowking,La altura del pokemon 2.0 m y su peso es 79.5 kg,95,75,80,100,110,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/199.png
200,misdreavus,La altura del pokemon 0.7 m y su peso es 1.0 kg,60,60,60,85,85,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/200.png
201,unown,La altura del pokemon 0.5 m y su peso es 5.0 kg,48,72,48,72,48,48,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/201.png
202,wobbuffet,La altura del pokemon 1.3 m y su peso es 28.5 kg,190,33,58,33,58,33,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/202.png
203,girafarig,La altura del pokemon 1.5 m y su peso es 41.5 kg,70,80,65,90,65,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/203.png
204,pineco,La altura del pokemon 0.6 m y su peso es 7.2 kg,50,65,90,35,35,15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/204.png
205,forretress,La altura del pokemon 1.2 m y su peso es 125.8 kg,75,90,140,60,60,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/205.png
206,dunsparce,La altura del pokemon 1.5 m y su peso es 14.0 kg,100,70,70,65,65,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/206.png
207,gligar,La altura del pokemon 1.1 m y su peso es 64.8 kg,65,75,105,35,65,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/207.png
208,steelix,La altura del pokemon 9.2 m y su peso es 400.0 kg,75,85,200,55,65,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/208.png
209,snubbull,La altura del pokemon 0.6 m y su peso es 7.8 kg,60,80,50,40,40,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/209.png
210,granbull,La altura del pokemon 1.4 m y su peso es 48.7 kg,90,120,75,60,60,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/210.png
211,qwilfish,La altura del pokemon 0.5 m y su peso es 3.9 kg,65,95,85,55,55,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/211.png
212,scizor,La altura del pokemon 1.8 m y su peso es 118.0 kg,70,130,100,55,80,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/212.png
213,shuckle,La altura del pokemon 0.6 m y su peso es 20.5 kg,20,10,230,10,230,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/213.png
214,heracross,La altura del pokemon 1.5 m y su peso es 54.0 kg,80,125,75,40,95,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/214.png
215,sneasel,La altura del pokemon 0.9 m y su peso es 28.0 kg,55,95,55,35,75,115,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/215.png
216,teddiursa,La altura del pokemon 0.6 m y su peso es 8.8 kg,60,80,50,50,50,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/216.png
217,ursaring,La altura del pokemon 1.8 m y su peso es 125.8 kg,90,130,75,75,75,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/217.png
218,slugma,La altura del pokemon 0.7 m y su peso es 35.0 kg,40,40,40,70,40,20,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/218.png
219,magcargo,La altura del pokemon 0.8 m y su peso es 55.0 kg,60,50,120,90,80,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/219.png
220,swinub,La altura del pokemon 0.4 m y su peso es 6.5 kg,50,50,40,30,30,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/220.png
221,piloswine,La altura del pokemon 1.1 m y su peso es 55.8 kg,100,100,80,60,60,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/221.png
222,corsola,La altura del pokemon 0.6 m y su peso es 5.0 kg,65,55,95,65,95,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/222.png
223,remoraid,La altura del pokemon 0.6 m y su peso es 12.0 kg,35,65,35,65,35,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/223.png
224,octillery,La altura del pokemon 0.9 m y su peso es 28.5 kg,75,105,75,105,75,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/224.png
225,delibird,La altura del pokemon 0.9 m y su peso es 16.0 kg,45,55,45,65,45,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/225.png
226,mantine,La altura del pokemon 2.1 m y su peso es 220.0 kg,85,40,70,80,140,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/226.png
227,skarmory,La altura del pokemon 1.7 m y su peso es 50.5 kg,65,80,140,40,70,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/227.png
228,houndour,La altura del pokemon 0.6 m y su peso es 10.8 kg,45,60,30,80,50,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/228.png
229,houndoom,La altura del pokemon 1.4 m y su peso es 35.0 kg,75,90,50,110,80,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/229.png
230,kingdra,La altura del pokemon 1.8 m y su peso es 152.0 kg,75,95,95,95,95,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/230.png
231,phanpy,La altura del pokemon 0.5 m y su peso es 33.5 kg,90,60,60,40,40,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/231.png
232,donphan,La altura del pokemon 1.1 m y su peso es 120.0 kg,90,120,120,60,60,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/232.png
233,porygon2,La altura del pokemon 0.6 m y su peso es 32.5 kg,85,80,90,105,95,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/233.png
234,stantler,La altura del pokemon 1.4 m y su peso es 71.2 kg,73,95,62,85,65,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/234.png
235,smeargle,La altura del pokemon 1.2 m y su peso es 58.0 kg,55,20,35,20,45,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/235.png
236,tyrogue,La altura del pokemon 0.7 m y su peso es 21.0 kg,35,35,35,35,35,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/236.png
237,hitmontop,La altura del pokemon 1.4 m y su peso es 48.0 kg,50,95,95,35,110,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/237.png
238,smoochum,La altura del pokemon 0.4 m y su peso es 6.0 kg,45,30,15,85,65,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/238.png
239,elekid,La altura del pokemon 0.6 m y su peso es 23.5 kg,45,63,37,65,55,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/239.png
240,magby,La altura del pokemon 0.7 m y su peso es 21.4 kg,45,75,37,70,55,83,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/240.png
241,miltank,La altura del pokemon 1.2 m y su peso es 75.5 kg,95,80,105,40,70,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/241.png
242,blissey,La altura del pokemon 1.5 m y su peso es 46.8 kg,255,10,10,75,135,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/242.png
243,raikou,La altura del pokemon 1.9 m y su peso es 178.0 kg,90,85,75,115,100,115,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/243.png
244,entei,La altura del pokemon 2.1 m y su peso es 198.0 kg,115,115,85,90,75,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/244.png
245,suicune,La altura del pokemon 2.0 m y su peso es 187.0 kg,100,75,115,90,115,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/245.png
